disease_finding_id,disease_id,finding_id,presence,typicality,sensitivity_context,specificity_context,disease_stage,age_context,clinical_meaning,distinguishing_value,commonly_tested,step_levels,subject_exams,source_status,relationship_role
DNF-NEUR-2AD2FA8B47EB,DIS-NEUR-030,FND-NEUR-9F0545F48A27,present,supportive,Timing and phenotype determine sensitivity of fluctuating attention in Lateral medullary syndrome.,Fluctuating attention is interpreted against the disease-specific mimics of Lateral medullary syndrome.,condition-specific,condition-specific,"Ipsilateral facial pain-temperature loss with contralateral body pain-temperature loss, dysphagia, and Horner syndrome localizes laterally in the medulla. The finding 'Fluctuating attention' is interpreted in this disease-specific context.",Fluctuating attention helps separate this presentation from the named differential diagnoses.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-9DA573843F99,DIS-NEUR-030,FND-NEUR-116242E6B543,present,supportive,Timing and phenotype determine sensitivity of visual hallucinations in Lateral medullary syndrome.,Visual hallucinations is interpreted against the disease-specific mimics of Lateral medullary syndrome.,condition-specific,condition-specific,"Ipsilateral facial pain-temperature loss with contralateral body pain-temperature loss, dysphagia, and Horner syndrome localizes laterally in the medulla. The finding 'Visual hallucinations' is interpreted in this disease-specific context.",Visual hallucinations helps separate this presentation from the named differential diagnoses.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-DD304D98598F,DIS-NEUR-031,FND-NEUR-NEUROFIBRILLARYTANGL,present,classic,Timing and phenotype determine sensitivity of neurofibrillary tangles in Medial medullary syndrome.,Neurofibrillary tangles is interpreted against the disease-specific mimics of Medial medullary syndrome.,condition-specific,condition-specific,Contralateral weakness and proprioceptive loss with ipsilateral tongue weakness localize to the medial medulla. The finding 'Neurofibrillary tangles' is interpreted in this disease-specific context.,Neurofibrillary tangles helps separate this presentation from the named differential diagnoses.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-E8711B56BF29,DIS-NEUR-031,FND-NEUR-LEWYBODIES,present,supportive,Timing and phenotype determine sensitivity of lewy bodies in Medial medullary syndrome.,Lewy bodies is interpreted against the disease-specific mimics of Medial medullary syndrome.,condition-specific,condition-specific,Contralateral weakness and proprioceptive loss with ipsilateral tongue weakness localize to the medial medulla. The finding 'Lewy bodies' is interpreted in this disease-specific context.,Lewy bodies helps separate this presentation from the named differential diagnoses.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-6D7C022F98A1,DIS-NEUR-031,FND-NEUR-VENTRICULOMEGALY,present,supportive,Timing and phenotype determine sensitivity of ventriculomegaly in Medial medullary syndrome.,Ventriculomegaly is interpreted against the disease-specific mimics of Medial medullary syndrome.,condition-specific,condition-specific,Contralateral weakness and proprioceptive loss with ipsilateral tongue weakness localize to the medial medulla. The finding 'Ventriculomegaly' is interpreted in this disease-specific context.,Ventriculomegaly helps separate this presentation from the named differential diagnoses.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-376135D166BA,DIS-NEUR-031,FND-NEUR-9F0545F48A27,present,supportive,Timing and phenotype determine sensitivity of fluctuating attention in Medial medullary syndrome.,Fluctuating attention is interpreted against the disease-specific mimics of Medial medullary syndrome.,condition-specific,condition-specific,Contralateral weakness and proprioceptive loss with ipsilateral tongue weakness localize to the medial medulla. The finding 'Fluctuating attention' is interpreted in this disease-specific context.,Fluctuating attention helps separate this presentation from the named differential diagnoses.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-B7ED33DEE442,DIS-NEUR-031,FND-NEUR-116242E6B543,present,supportive,Timing and phenotype determine sensitivity of visual hallucinations in Medial medullary syndrome.,Visual hallucinations is interpreted against the disease-specific mimics of Medial medullary syndrome.,condition-specific,condition-specific,Contralateral weakness and proprioceptive loss with ipsilateral tongue weakness localize to the medial medulla. The finding 'Visual hallucinations' is interpreted in this disease-specific context.,Visual hallucinations helps separate this presentation from the named differential diagnoses.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-55D88C97A7D0,DIS-NEUR-032,FND-NEUR-NEUROFIBRILLARYTANGL,present,classic,Timing and phenotype determine sensitivity of neurofibrillary tangles in Locked-in syndrome.,Neurofibrillary tangles is interpreted against the disease-specific mimics of Locked-in syndrome.,condition-specific,condition-specific,Ventral pontine injury causes quadriplegia and anarthria with preserved consciousness and vertical eye movement. The finding 'Neurofibrillary tangles' is interpreted in this disease-specific context.,Neurofibrillary tangles helps separate this presentation from the named differential diagnoses.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-00E7189EEFF9,DIS-NEUR-032,FND-NEUR-LEWYBODIES,present,supportive,Timing and phenotype determine sensitivity of lewy bodies in Locked-in syndrome.,Lewy bodies is interpreted against the disease-specific mimics of Locked-in syndrome.,condition-specific,condition-specific,Ventral pontine injury causes quadriplegia and anarthria with preserved consciousness and vertical eye movement. The finding 'Lewy bodies' is interpreted in this disease-specific context.,Lewy bodies helps separate this presentation from the named differential diagnoses.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-C1BB30345817,DIS-NEUR-032,FND-NEUR-VENTRICULOMEGALY,present,supportive,Timing and phenotype determine sensitivity of ventriculomegaly in Locked-in syndrome.,Ventriculomegaly is interpreted against the disease-specific mimics of Locked-in syndrome.,condition-specific,condition-specific,Ventral pontine injury causes quadriplegia and anarthria with preserved consciousness and vertical eye movement. The finding 'Ventriculomegaly' is interpreted in this disease-specific context.,Ventriculomegaly helps separate this presentation from the named differential diagnoses.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-17244FF45452,DIS-NEUR-032,FND-NEUR-9F0545F48A27,present,supportive,Timing and phenotype determine sensitivity of fluctuating attention in Locked-in syndrome.,Fluctuating attention is interpreted against the disease-specific mimics of Locked-in syndrome.,condition-specific,condition-specific,Ventral pontine injury causes quadriplegia and anarthria with preserved consciousness and vertical eye movement. The finding 'Fluctuating attention' is interpreted in this disease-specific context.,Fluctuating attention helps separate this presentation from the named differential diagnoses.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-380F03696706,DIS-NEUR-032,FND-NEUR-116242E6B543,present,supportive,Timing and phenotype determine sensitivity of visual hallucinations in Locked-in syndrome.,Visual hallucinations is interpreted against the disease-specific mimics of Locked-in syndrome.,condition-specific,condition-specific,Ventral pontine injury causes quadriplegia and anarthria with preserved consciousness and vertical eye movement. The finding 'Visual hallucinations' is interpreted in this disease-specific context.,Visual hallucinations helps separate this presentation from the named differential diagnoses.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-E71D276FAA4B,DIS-NEUR-033,FND-NEUR-PRONATORDRIFT,present,classic,Timing and phenotype determine sensitivity of pronator drift in Pure motor lacunar syndrome.,Pronator drift is interpreted against the disease-specific mimics of Pure motor lacunar syndrome.,condition-specific,condition-specific,"Isolated contralateral motor weakness without aphasia, neglect, or visual-field loss reflects a lacunar corticospinal lesion. The finding 'Pronator drift' is interpreted in this disease-specific context.",Pronator drift helps separate this presentation from the named differential diagnoses.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-E49F8889CFA0,DIS-NEUR-033,FND-NEUR-DIFFUSIONRESTRICTION,present,supportive,Timing and phenotype determine sensitivity of diffusion restriction in Pure motor lacunar syndrome.,Diffusion restriction is interpreted against the disease-specific mimics of Pure motor lacunar syndrome.,condition-specific,condition-specific,"Isolated contralateral motor weakness without aphasia, neglect, or visual-field loss reflects a lacunar corticospinal lesion. The finding 'Diffusion restriction' is interpreted in this disease-specific context.",Diffusion restriction helps separate this presentation from the named differential diagnoses.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-FA15F7BFE935,DIS-NEUR-033,FND-NEUR-HYPERDENSEMCASIGN,present,supportive,Timing and phenotype determine sensitivity of hyperdense mca sign in Pure motor lacunar syndrome.,Hyperdense MCA sign is interpreted against the disease-specific mimics of Pure motor lacunar syndrome.,condition-specific,condition-specific,"Isolated contralateral motor weakness without aphasia, neglect, or visual-field loss reflects a lacunar corticospinal lesion. The finding 'Hyperdense MCA sign' is interpreted in this disease-specific context.",Hyperdense MCA sign helps separate this presentation from the named differential diagnoses.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-39687DD9E0C9,DIS-NEUR-033,FND-NEUR-BABINSKISIGN,present,supportive,Timing and phenotype determine sensitivity of babinski sign in Pure motor lacunar syndrome.,Babinski sign is interpreted against the disease-specific mimics of Pure motor lacunar syndrome.,condition-specific,condition-specific,"Isolated contralateral motor weakness without aphasia, neglect, or visual-field loss reflects a lacunar corticospinal lesion. The finding 'Babinski sign' is interpreted in this disease-specific context.",Babinski sign helps separate this presentation from the named differential diagnoses.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-6A5A235B8895,DIS-NEUR-033,FND-NEUR-03E035AA6C05,present,supportive,Timing and phenotype determine sensitivity of visual field deficit in Pure motor lacunar syndrome.,Visual field deficit is interpreted against the disease-specific mimics of Pure motor lacunar syndrome.,condition-specific,condition-specific,"Isolated contralateral motor weakness without aphasia, neglect, or visual-field loss reflects a lacunar corticospinal lesion. The finding 'Visual field deficit' is interpreted in this disease-specific context.",Visual field deficit helps separate this presentation from the named differential diagnoses.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
