finding_localization_id,finding_id,localization_id,laterality,motor_findings,sensory_findings,reflex_findings,cranial_nerve_findings,cortical_signs,clinical_meaning,source_status,ipsilateral_effects,contralateral_effects,face_body_pattern,motor_pattern,sensory_pattern,reflex_pattern,cranial_nerve_pattern,visual_field_pattern,autonomic_pattern,bowel_bladder_pattern,distinguishing_features,commonly_tested
FLOC-NEUR-DBDAE255B45A,FND-NEUR-SADDLEANESTHESIA,LOC-NEUR-3ABB768B49F2,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Cranial nerve IV in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Cranial nerve IV lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Cranial nerve IV.,Sensory pattern is interpreted in relation to Cranial nerve IV.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Saddle anesthesia is linked to Cranial nerve IV only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-0B7D6B0A7F2F,FND-NEUR-0CC36F3E2E75,LOC-NEUR-TEMPORALLOBE,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Temporal lobe in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Temporal lobe lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Temporal lobe.,Sensory pattern is interpreted in relation to Temporal lobe.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Seizure is linked to Temporal lobe only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-F5099CD63644,FND-NEUR-0CC36F3E2E75,LOC-NEUR-783678A5C969,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Cerebral cortex in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Cerebral cortex lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Cerebral cortex.,Sensory pattern is interpreted in relation to Cerebral cortex.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Seizure is linked to Cerebral cortex only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-F9B557F028A5,FND-NEUR-SENSORYLEVEL,LOC-NEUR-NEUROMUSCULARJUNCTIO,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Neuromuscular junction in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Neuromuscular junction lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Neuromuscular junction.,Sensory pattern is interpreted in relation to Neuromuscular junction.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Sensory level is linked to Neuromuscular junction only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-64CF8B79F921,FND-NEUR-SENSORYLEVEL,LOC-NEUR-PERIPHERALNERVE,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Peripheral nerve in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Peripheral nerve lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Peripheral nerve.,Sensory pattern is interpreted in relation to Peripheral nerve.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Sensory level is linked to Peripheral nerve only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-9E98D420F999,FND-NEUR-C70FA2F98F83,LOC-NEUR-FRONTALLOBE,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Frontal lobe in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Frontal lobe lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Frontal lobe.,Sensory pattern is interpreted in relation to Frontal lobe.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Sentinel headache is linked to Frontal lobe only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-0F136F21999E,FND-NEUR-C70FA2F98F83,LOC-NEUR-870C934FAAF7,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Subthalamic nucleus in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Subthalamic nucleus lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Subthalamic nucleus.,Sensory pattern is interpreted in relation to Subthalamic nucleus.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Sentinel headache is linked to Subthalamic nucleus only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-1AEFAF93DEB0,FND-NEUR-SHUFFLINGGAIT,LOC-NEUR-BE6898C84397,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Dominant frontal language region in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Dominant frontal language region lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Dominant frontal language region.,Sensory pattern is interpreted in relation to Dominant frontal language region.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Shuffling gait is linked to Dominant frontal language region only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-38AA52BD0E91,FND-NEUR-SHUFFLINGGAIT,LOC-NEUR-B91A830C65D2,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Cranial-nerve nuclei in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Cranial-nerve nuclei lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Cranial-nerve nuclei.,Sensory pattern is interpreted in relation to Cranial-nerve nuclei.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Shuffling gait is linked to Cranial-nerve nuclei only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-A60C2FDA3510,FND-NEUR-743B81A6F473,LOC-NEUR-PARIETALLOBE,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Parietal lobe in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Parietal lobe lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Parietal lobe.,Sensory pattern is interpreted in relation to Parietal lobe.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Sleep paralysis is linked to Parietal lobe only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-56633D8245FA,FND-NEUR-743B81A6F473,LOC-NEUR-63F7DF148700,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Lumbar cord in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Lumbar cord lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Lumbar cord.,Sensory pattern is interpreted in relation to Lumbar cord.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Sleep paralysis is linked to Lumbar cord only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-460C18AFD540,FND-NEUR-SPASTICITY,LOC-NEUR-CORTICOSPINALTRACT,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Corticospinal tract in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Corticospinal tract lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Corticospinal tract.,Sensory pattern is interpreted in relation to Corticospinal tract.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Spasticity is linked to Corticospinal tract only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-6769A6F9A03E,FND-NEUR-SPASTICITY,LOC-NEUR-FRONTALLOBE,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Frontal lobe in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Frontal lobe lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Frontal lobe.,Sensory pattern is interpreted in relation to Frontal lobe.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Spasticity is linked to Frontal lobe only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-E418F2805679,FND-NEUR-CF6F8DC8D470,LOC-NEUR-79F12D347BFA,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Nondominant parietal lobe in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Nondominant parietal lobe lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Nondominant parietal lobe.,Sensory pattern is interpreted in relation to Nondominant parietal lobe.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Stocking-glove loss is linked to Nondominant parietal lobe only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-AAA5E8C67D45,FND-NEUR-CF6F8DC8D470,LOC-NEUR-2B250B62E276,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Optic chiasm in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Optic chiasm lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Optic chiasm.,Sensory pattern is interpreted in relation to Optic chiasm.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Stocking-glove loss is linked to Optic chiasm only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-59E281B879DF,FND-NEUR-SUBARACHNOIDBLOOD,LOC-NEUR-TEMPORALLOBE,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Temporal lobe in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Temporal lobe lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Temporal lobe.,Sensory pattern is interpreted in relation to Temporal lobe.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Subarachnoid blood is linked to Temporal lobe only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-7CACC0AA8FEC,FND-NEUR-SUBARACHNOIDBLOOD,LOC-NEUR-027A2D568168,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Cranial nerve I in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Cranial nerve I lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Cranial nerve I.,Sensory pattern is interpreted in relation to Cranial nerve I.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Subarachnoid blood is linked to Cranial nerve I only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-F297DCA59460,FND-NEUR-TEMPORALLOBEABNORMAL,LOC-NEUR-TEMPORALLOBE,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Temporal lobe in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Temporal lobe lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Temporal lobe.,Sensory pattern is interpreted in relation to Temporal lobe.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Temporal-lobe abnormalities is linked to Temporal lobe only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-5EB5E999C030,FND-NEUR-TEMPORALLOBEABNORMAL,LOC-NEUR-783678A5C969,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Cerebral cortex in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Cerebral cortex lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Cerebral cortex.,Sensory pattern is interpreted in relation to Cerebral cortex.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Temporal-lobe abnormalities is linked to Cerebral cortex only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-E78ECF7F2704,FND-NEUR-DEBB25411A88,LOC-NEUR-INTERNALCAPSULE,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Internal capsule in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Internal capsule lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Internal capsule.,Sensory pattern is interpreted in relation to Internal capsule.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Three-hertz spike-and-wave is linked to Internal capsule only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-82454330A548,FND-NEUR-DEBB25411A88,LOC-NEUR-BE6898C84397,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Dominant frontal language region in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Dominant frontal language region lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Dominant frontal language region.,Sensory pattern is interpreted in relation to Dominant frontal language region.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Three-hertz spike-and-wave is linked to Dominant frontal language region only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-3C150B381EFF,FND-NEUR-0183C82D25E7,LOC-NEUR-THALAMUS,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Thalamus in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Thalamus lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Thalamus.,Sensory pattern is interpreted in relation to Thalamus.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Todd paralysis is linked to Thalamus only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-E9442A8E8FC9,FND-NEUR-VENTRICULOMEGALY,LOC-NEUR-BASALGANGLIA,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Basal ganglia in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Basal ganglia lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Basal ganglia.,Sensory pattern is interpreted in relation to Basal ganglia.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Ventriculomegaly is linked to Basal ganglia only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-B74381F05965,FND-NEUR-VENTRICULOMEGALY,LOC-NEUR-MEDULLA,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Medulla in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Medulla lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Medulla.,Sensory pattern is interpreted in relation to Medulla.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Ventriculomegaly is linked to Medulla only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-32BE4B204D46,FND-NEUR-59E824355180,LOC-NEUR-708B17430BB7,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Caudate in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Caudate lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Caudate.,Sensory pattern is interpreted in relation to Caudate.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Vesicular ear rash is linked to Caudate only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-DC260B17297E,FND-NEUR-59E824355180,LOC-NEUR-0DC9B1DCD68A,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Cerebellar peduncles in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Cerebellar peduncles lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Cerebellar peduncles.,Sensory pattern is interpreted in relation to Cerebellar peduncles.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Vesicular ear rash is linked to Cerebellar peduncles only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-D7233FD3701F,FND-NEUR-03E035AA6C05,LOC-NEUR-5B2622BA4CC2,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Optic nerve in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Optic nerve lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Optic nerve.,Sensory pattern is interpreted in relation to Optic nerve.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Visual field deficit is linked to Optic nerve only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-EADC488E0DA1,FND-NEUR-03E035AA6C05,LOC-NEUR-OCCIPITALLOBE,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Occipital lobe in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Occipital lobe lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Occipital lobe.,Sensory pattern is interpreted in relation to Occipital lobe.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Visual field deficit is linked to Occipital lobe only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-BB17A54FBFAC,FND-NEUR-116242E6B543,LOC-NEUR-5B2622BA4CC2,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Optic nerve in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Optic nerve lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Optic nerve.,Sensory pattern is interpreted in relation to Optic nerve.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Visual hallucinations is linked to Optic nerve only as a clinically interpretable lesion-localization clue.,true
