disease_id,canonical_name,concise_definition,organ_system_primary,board_exam_priority,time_course,severity_or_acuity,epidemiology_summary,risk_factors_summary,pathophysiology_summary,classic_presentation_summary,key_distinguishing_features,common_board_traps,emergency_red_flags,disposition_summary,prognosis_summary,last_reviewed_date,replacement_disease_id,source_review_status,medical_review_status,deprecated,notes,source_status,human_review_status,content_tier,step_levels,subject_exams,tested_as
DIS-NEUR-163,Cerebral toxoplasmosis,Opportunistic central nervous system infection caused by Toxoplasma gondii that produces intracranial lesions.,Neurology,1,Subacute,Urgent,Occurs predominantly with advanced cellular immunosuppression.,Advanced HIV infection or other severe cellular immunosuppression.,Reactivation of latent Toxoplasma gondii in brain tissue produces focal inflammatory lesions.,Subacute headache focal neurologic deficit seizure or altered mental status in an immunocompromised host.,Brain lesions require differentiation from primary CNS lymphoma and other opportunistic infections in the host context.,Ring enhancement is not specific to toxoplasmosis.,Declining consciousness seizures progressive focal deficit or concern for mass effect requires urgent evaluation.,Urgent neuroimaging and specialty-directed management are appropriate when suspected.,Outcome depends on immune status lesion burden and timely pathogen-directed therapy.,2026-08-01,,source_checked,needs_medical_review,false,Source-supported cerebral toxoplasmosis canonical record.,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Infectious Disease; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment
DIS-C-0015,Pulmonary embolism,Draft educational illness-script placeholder pending human review.,Pulmonology,1,variable,variable,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Review required.,Review required.,Review required.,,,draft_ai_generated,draft_ai_generated,false,; Source support varies by linked topic.,unverified_ai_generated,not_requested,index,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-HO-0084,Disseminated intravascular coagulation,Draft educational illness-script placeholder pending human review.,Hematology Oncology,5,variable,variable,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Review required.,Review required.,Review required.,,,draft_ai_generated,draft_ai_generated,false,; Source support varies by linked topic.,unverified_ai_generated,not_requested,index,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-HO-0085,Acute leukemia,Draft educational illness-script placeholder pending human review.,Hematology Oncology,1,variable,variable,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Review required.,Review required.,Review required.,,,draft_ai_generated,draft_ai_generated,false,; Source support varies by linked topic.,unverified_ai_generated,not_requested,index,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-HO-0086,Lymphoma,Draft educational illness-script placeholder pending human review.,Hematology Oncology,2,variable,variable,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Review required.,Review required.,Review required.,,,draft_ai_generated,draft_ai_generated,false,; Source support varies by linked topic.,unverified_ai_generated,not_requested,index,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-HO-0087,Multiple myeloma,Draft educational illness-script placeholder pending human review.,Hematology Oncology,3,variable,variable,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Review required.,Review required.,Review required.,,,draft_ai_generated,draft_ai_generated,false,; Source support varies by linked topic.,unverified_ai_generated,not_requested,index,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-HO-0088,Neutropenic fever,Draft educational illness-script placeholder pending human review.,Hematology Oncology,4,variable,variable,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Review required.,Review required.,Review required.,,,draft_ai_generated,draft_ai_generated,false,; Source support varies by linked topic.,unverified_ai_generated,not_requested,index,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-HO-0089,Tumor lysis syndrome,Draft educational illness-script placeholder pending human review.,Hematology Oncology,5,variable,variable,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Review required.,Review required.,Review required.,,,draft_ai_generated,draft_ai_generated,false,; Source support varies by linked topic.,unverified_ai_generated,not_requested,index,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-P-0098,Major depressive disorder,Draft educational illness-script placeholder pending human review.,Psychiatry,4,variable,variable,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Review required.,Review required.,Review required.,,,draft_ai_generated,draft_ai_generated,false,; Source support varies by linked topic.,unverified_ai_generated,not_requested,index,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-P-0099,Bipolar disorder,Draft educational illness-script placeholder pending human review.,Psychiatry,5,variable,variable,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Review required.,Review required.,Review required.,,,draft_ai_generated,draft_ai_generated,false,; Source support varies by linked topic.,unverified_ai_generated,not_requested,index,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-P-0100,Schizophrenia,Draft educational illness-script placeholder pending human review.,Psychiatry,1,variable,variable,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Review required.,Review required.,Review required.,,,draft_ai_generated,draft_ai_generated,false,; Source support varies by linked topic.,unverified_ai_generated,not_requested,index,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-P-0101,Panic disorder,Draft educational illness-script placeholder pending human review.,Psychiatry,2,variable,variable,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Review required.,Review required.,Review required.,,,draft_ai_generated,draft_ai_generated,false,; Source support varies by linked topic.,unverified_ai_generated,not_requested,index,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-P-0102,Generalized anxiety disorder,Draft educational illness-script placeholder pending human review.,Psychiatry,3,variable,variable,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Review required.,Review required.,Review required.,,,draft_ai_generated,draft_ai_generated,false,; Source support varies by linked topic.,unverified_ai_generated,not_requested,index,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-P-0103,Alcohol withdrawal,Draft educational illness-script placeholder pending human review.,Psychiatry,4,variable,variable,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Review required.,Review required.,Review required.,,,draft_ai_generated,draft_ai_generated,false,; Source support varies by linked topic.,unverified_ai_generated,not_requested,index,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-P-0104,Opioid use disorder,Draft educational illness-script placeholder pending human review.,Psychiatry,5,variable,variable,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Review required.,Review required.,Review required.,,,draft_ai_generated,draft_ai_generated,false,; Source support varies by linked topic.,unverified_ai_generated,not_requested,index,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-P-0105,Delirium tremens,Draft educational illness-script placeholder pending human review.,Psychiatry,1,variable,variable,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Review required.,Review required.,Review required.,,,draft_ai_generated,draft_ai_generated,false,; Source support varies by linked topic.,unverified_ai_generated,not_requested,index,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-P-0106,Bronchiolitis,Draft educational illness-script placeholder pending human review.,Pediatrics,2,variable,variable,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Review required.,Review required.,Review required.,,,draft_ai_generated,draft_ai_generated,false,; Source support varies by linked topic.,unverified_ai_generated,not_requested,index,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-P-0107,Croup,Draft educational illness-script placeholder pending human review.,Pediatrics,3,variable,variable,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Review required.,Review required.,Review required.,,,draft_ai_generated,draft_ai_generated,false,; Source support varies by linked topic.,unverified_ai_generated,not_requested,index,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-P-0108,Epiglottitis,Draft educational illness-script placeholder pending human review.,Pediatrics,4,variable,variable,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Review required.,Review required.,Review required.,,,draft_ai_generated,draft_ai_generated,false,; Source support varies by linked topic.,unverified_ai_generated,not_requested,index,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-P-0109,Kawasaki disease,Draft educational illness-script placeholder pending human review.,Pediatrics,5,variable,variable,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Review required.,Review required.,Review required.,,,draft_ai_generated,draft_ai_generated,false,; Source support varies by linked topic.,unverified_ai_generated,not_requested,index,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-P-0110,Pediatric sepsis,Draft educational illness-script placeholder pending human review.,Pediatrics,1,variable,variable,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Review required.,Review required.,Review required.,,,draft_ai_generated,draft_ai_generated,false,; Source support varies by linked topic.,unverified_ai_generated,not_requested,index,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
